ID,Nombre Producto,Descripscion,Categoria,Marca,Talla ,Color,Material,Condicion,Fecha Compra,Fecha Venta,Proveedor ,Precio Compra,Precio Venta,Stock,Notas,ID
223,"Funda Iphone 11 de silicona y metal Negro, Gris","Funda iPhone 11 de silicona y metal Negro, Gris
(223)

🎉 -5% para seguidores

📏 Talla del Artículo: iPhone 11

🎨 Color: Negro, Gris

🔍 Estado: B+. Muy buen estado

📐 Medidas:
Ancho: 7 cm
Largo: 16 cm
(Para más medidas no dudéis en preguntar)

🚛 El envío se realiza dentro de las 48h posteriores a la compra.

👐 Gastos de envío ajustados al mínimo.

🔖 Para hacer un lote, envíame la solicitud de los productos que deseas. Yo me encargo.

#FundaiPhone11 #SiliconaYMetal #NegroGris #FundaConEstilo #AccesoriosiPhone #EstiloModerno #ProtecciónElegante #iPhoneProtection #AccesoriosMóviles #DiseñoMetálico #FundaPremium #NuevaEnVenta #EstiloPersonalizado #iPhone11Case #TechStyle

iPhone 11 Case in Silicone and Metal, Black, Gray
(223)

🎉 -5% for followers

📏 Item Size: iPhone 11

🎨 Color: Black, Gray

🔍 Condition: B+. Very good condition

📐 Measurements:
Width: 7 cm
Length: 16 cm
(Feel free to ask for more measurements)

🚛 Shipping will be done within 48 hours after purchase.

👐 Shipping costs adjusted to the minimum.

🔖 To create a bundle, send me the request for the products you want. I'll take care of it.

#iPhone11Case #SiliconeAndMetal #BlackGray #StylishCase #iPhoneAccessories #ModernStyle #ElegantProtection #iPhoneProtection #MobileAccessories #MetalDesign #PremiumCase #NewForSale #PersonalizedStyle #iPhone11Case #TechStyle",7.1 Acesorios mobil,Desconocido,"Iphone 11
Alto = 14,5cm
Largo = 7cm
Ancho = 1cm","Negro, Gris",,B,29/12/23,,Familiares,"0,00 €",,1,"Seminuevo, algo desgastada, peso: 0,065",223
224,"Mechero vintage con piedra en el lateral y la parte del gas se lebanta y se modula por una rosca Negro, Plateado","Mechero vintage con piedra en el lateral y la parte del gas se lebanta y se modula por una rosca Negro, Plateado
224)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Negro, Plateado 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#EncendedorAntiguo
#EstiloRetro
#Coleccionismo
#NegroPlateado
#EncendedorClásico
#VintageCollectibles
#GasModulable
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#EncendedorDeGas",3.4 Mecheros ,,"Alto = 14,5cm
Largo = 7cm
Ancho = 1cm","Negro, Plateado",,B+,29/12/23,,Familiares,"0,00 €",,1,,224
225,"Mechero vintage rectangular con la piedra, modulador de gas el lateral y la parte de la llama se levanta Dorado, Madera Roja","Mechero vintage rectangular con la piedra, modulador de gas el lateral y la parte de la llama se levanta Dorado, Madera Roja
225)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Dorado, Madera Roja

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#EncendedorAntiguo
#EstiloRetro
#Coleccionismo
#DoradoMaderaRoja
#EncendedorClásico
#VintageCollectibles
#GasModulable
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#EncendedorDeGas",3.4 Mecheros ,,"Alto = 14,5cm
Largo = 7cm
Ancho = 1cm","Dorado, Madera Roja",,B,29/12/23,,Familiares,"0,00 €",,1,,225
226,"Mechero vintage rectangular de clic  Dorado, Madera Roja","Mechero vintage rectangular de clic  Dorado, Madera Roja
226)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Dorado, Madera Roja

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#EncendedorRetro
#EstiloClásico
#Coleccionismo
#DoradoMaderaRoja
#EncendedorDeClic
#VintageCollectibles
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#RetroFashion
#EncendedorDeGas",3.4 Mecheros ,,"Alto = 14,5cm
Largo = 7cm
Ancho = 1cm","Dorado, Madera Roja",,B+,29/12/23,,Familiares,"0,00 €",,1,,226
227,"Mechero vintage rectangular con la piedra, modulador de gas el lateral y la parte de la llama se levanta Dorado, Negro","Mechero vintage rectangular con la piedra, modulador de gas el lateral y la parte de la llama se levanta Dorado, Negro
227)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Dorado, Negro

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#EncendedorAntiguo
#EstiloRetro
#Coleccionismo
#DoradoNegro
#EncendedorClásico
#VintageCollectibles
#GasModulable
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#EncendedorDeGas",3.4 Mecheros ,,"Alto = 14,5cm
Largo = 7cm
Ancho = 1cm","Dorado, Negro",,B+,29/12/23,,Familiares,"0,00 €",,1,,227
228,Mechero vintage forma de Calavera Militar Cobrizo,"Mechero vintage forma de Calavera Militar Cobrizo
228)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Cobrizo

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#CalaveraMilitar
#EstiloRetro
#Coleccionismo
#Cobrizo
#EncendedorClásico
#VintageCollectibles
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#EstiloMilitar
#CalaveraVintage",3.4 Mecheros ,,"Alto = 6,5cm
Largo = 5cm
Ancho = 1cm",Cobrizo,,B+,29/12/23,,Familiares,"0,00 €",,1,,228
229,Mechero vintage forma de Serpiente de cascabel Plateada,"Mechero vintage forma de Serpiente de cascabel Plateada
229)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Plateada

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#SerpienteDeCascabel
#EstiloRetro
#Coleccionismo
#Plateado
#EncendedorClásico
#VintageCollectibles
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#EstiloAnimales
#SerpienteVintage",3.4 Mecheros ,,"Alto = 5,5cm
Largo = 3,5cm
Ancho = 1,5cm",Plateada,,B+,29/12/23,,Familiares,"0,00 €",,1,,229
230,"Mechero vintage rectangular de clic 555 Cobrizo, Piel","Mechero vintage rectangular de clic 555 Cobrzo, Piel
230)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Cobrzo, Piel

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#MecheroVintage
#Clic555
#EstiloRetro
#Coleccionismo
#Cobrizo
#Piel
#EncendedorClásico
#VintageCollectibles
#AccesoriosRetro
#EncendedorÚnico
#ColecciónVintage
#NuevaEnVenta
#VintageStyle
#EncendedorDeColección
#ClicVintage",3.4 Mecheros ,,"Alto = 7 cm
Largo = 2,5cm
Ancho = 1cm","Cobrizo, Piel",,B+,,,Familiares,"0,00 €",,1,,230
231,Reloj Diesel Mega Chief - cronógrafo - plateado Nuevo a estrenar,"Reloj Diesel Mega Chief - cronógrafo - plateado Nuevo a estrenar
231)
🎁-5% para seguidores

📏Talla del Artículo : 

🎨Color : Plateado

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.19.11 Relojes,,,,,A+,30/12/23,10/4/24,Zalando Prive,"102,90 €","120,00 €",,"Nuevo a estrenar con etiquetas y plasticos.
Por Wallapop.",231
232,"Zapatillas Panaro Ellesse Negro, Blanco","Zapatillas Panaro Ellesse Negro, Blanco
232)
🎁-5% para seguidores

📏Talla del Articulo : 44

🎨Color : Negro, Blanco

🔎Estado : A+. En perfecto estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#ZapatillasEllesse
#Panaro
#EstiloDeportivo
#NegroBlanco
#CalzadoDeportivo
#ModaDeportiva
#EllesseStyle
#SneakersNegrasBlancas
#ZapatillasCasuales
#FashionFootwear
#NuevaColección
#EstiloModerno
#ZapatillasUrbanas
#EllesseFashion
#CalzadoConEstilo",1.17.2 Zapatillas bajas ,Ellesse ,44,"Negro, Blanco",,A+,5/1/24,15/3/24,Asos,"21,50 €","33,00 €",,"Nuevo a estrenar con etiqueta, peso: 1,165.
Por Vinted (35,35 €, 2,35€ de comisión)",232
233,"Zapatillas Panaro Ellesse Verde, Blanco","Zapatillas Panaro Ellesse Verde, Blanco
233)
🎁-5% para seguidores

📏Talla del Articulo : 44

🎨Color : Verde, Blanco

🔎Estado : A+. En perfecto estado

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#ZapatillasEllesse
#Panaro
#EstiloDeportivo
#VerdeBlanco
#CalzadoDeportivo
#ModaDeportiva
#EllesseStyle
#SneakersVerdesBlancas
#ZapatillasCasuales
#FashionFootwear
#NuevaColección
#EstiloModerno
#ZapatillasUrbanas
#EllesseFashion
#CalzadoConEstilo",1.17.2 Zapatillas bajas ,Ellesse ,44,"Verde, Blanco",,A+,5/1/24,8/4/24,Asos,"26,50 €","32,25 €",,"Nuevo a estrenar con etiqueta, peso: 1,156.
Por Vinted (34,56 €, 2,31€ de comisión)",233
234,"Sandalias Wesc Negro, Azul","Sandalias Wesc Negro, Azul
234)

🎨 Color: Negro, Azul
✨ Estado: A+. En perfecto estado

📏 Talla: 44
📐 Medidas:
🔹 Ancho: cm
🔹 Largo: cm
(Para más medidas, no dudes en preguntar)

🎁 Descuento exclusivo: -5% para seguidores
🚀 Envío rápido: Dentro de las 48h posteriores a la compra
📦 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si quieres hacer un lote, envíame la solicitud con los productos que desees y me encargo de todo.

#SandaliasWesc #EstiloVeraniego #NegroAzul #CalzadoDeVerano #ModaSandalias #WescStyle #SandaliasNegrasAzules #ComodidadEstilo #FashionFootwear #VeranoFashion #NuevaColección #EstiloRelajado #CalzadoVeraniego #WescFashion #TendenciaSandalias

Wesc Sandals Black, Blue
234)

🎨 Color: Black, Blue
✨ Condition: A+. In perfect condition

📏 Size: 44
📐 Measurements:
🔹 Width: cm
🔹 Length: cm
(For additional measurements, feel free to ask)

🎁 Exclusive discount: -5% for followers
🚀 Fast shipping: Within 48h after purchase
📦 Shipping costs: Adjusted to the minimum possible

✅ Custom bundles: If you want to create a bundle, send me your product request, and I’ll take care of everything.

#WescSandals #SummerStyle #BlackBlue #SummerFootwear #SandalFashion #WescStyle #BlackBlueSandals #ComfortAndStyle #FashionFootwear #SummerVibes #NewCollection #RelaxedStyle #SummerShoes #WescFashion #TrendSandals",1.17.8 Chanclas,Wesc ,44,"Negro, Azul",,A+,5/1/24,,Asos,"11,50 €",,,"Nuevo a estrenar con etiqueta, peso: 0,350",234
235,"Camiseta Vintage Ellesse Negro, Blanco","Camiseta Vintage Ellesse Negro, Blanco

235)

🎨 Color: Negro, Blanco✨ Estado: B+. En perfecto estado

📏 Talla: M📀 Medidas:🔹 Ancho: 55 cm🔹 Largo: 70 cm(Para más medidas, no dudes en preguntar)

🎁 Descuento exclusivo: -5% para seguidores🚀 Envío rápido: Dentro de las 48h posteriores a la compra📦 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si quieres hacer un lote, envíame la solicitud con los productos que desees y me encargo de todo.

#CamisetaEllesse #EstiloDeportivo #NegroBlanco #ModaUrbana #EllesseStyle #FashionTee #CamisetaRayas #StreetwearFashion #CamisetaDeportiva #NuevaColección #EstiloModern #FashionTrend #EllesseFashion #CamisetaCasual #TrendyStripes

Ellesse Vintage T-shirt Black, White

235)

🎨 Color: Black, White✨ Condition: B+. In perfect condition

📏 Size: M📀 Measurements:🔹 Width: 55 cm🔹 Length: 70 cm(For additional measurements, feel free to ask)

🎁 Exclusive discount: -5% for followers🚀 Fast shipping: Within 48h after purchase📦 Shipping costs: Adjusted to the minimum possible

✅ Custom bundles: If you want to create a bundle, send me your product request, and I’ll take care of everything.

#EllesseTShirt #SportStyle #BlackWhite #UrbanFashion #EllesseStyle #FashionTee #StripedTee #StreetwearFashion #SportTShirt #NewCollection #ModernStyle #FashionTrend #EllesseFashion #CasualTShirt #TrendyStripes",1.2.1 Camisetas manga corta ,Ellesse,"M
L= 70cm
A= 55cm
Axila a parte baja = 44 cm
Cuello a parte baja = 65 cm
Espalda a parte baja = 65cm
Hombro a hombro = 46,5 cm
Cintura = 52cm
Manga largo = 22 cm
Manga ancho = 16,5cm","Negro, Blanco",Algodón 100%,B+,17/1/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,188",235
236,"Camiseta Vintage Adidas Original Negro, Blanco","Camiseta Vintage Adidas Original Negro, Blanco

236)

🎨 Color: Negro, Blanco✨ Estado: B+. En perfecto estado

📏 Talla: 16📀 Medidas:🔹 Ancho: 50 cm🔹 Largo: 65 cm(Para más medidas, no dudes en preguntar)

🎁 Descuento exclusivo: -5% para seguidores🚀 Envío rápido: Dentro de las 48h posteriores a la compra📦 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si quieres hacer un lote, envíame la solicitud con los productos que desees y me encargo de todo.

#CamisetaAdidasOriginal #EstiloDeportivo #NegroBlanco #ModaAdidas #AdidasOriginals #FashionTee #EstampadoLogo #StreetwearFashion #CamisetaDeportiva #NuevaColección #EstiloModerno #FashionTrend #AdidasFashion #CamisetaCasual #TrendyLogo

Adidas Original Vintage T-shirt Black, White

236)

🎨 Color: Black, White✨ Condition: B+. In perfect condition

📏 Size: 16📀 Measurements:🔹 Width: 50 cm🔹 Length: 65 cm(For additional measurements, feel free to ask)

🎁 Exclusive discount: -5% for followers🚀 Fast shipping: Within 48h after purchase📦 Shipping costs: Adjusted to the minimum possible

✅ Custom bundles: If you want to create a bundle, send me your product request, and I’ll take care of everything.

#AdidasOriginalTShirt #SportStyle #BlackWhite #AdidasFashion #AdidasOriginals #FashionTee #LogoPrint #StreetwearFashion #SportTShirt #NewCollection #ModernStyle #FashionTrend #AdidasFashion #CasualTShirt #TrendyLogo",1.2.1 Camisetas manga corta ,Adidas Original,"16
L= 65 cm
A= 49,5 cm
Axila a parte baja = 41,5 cm
Cuello a parte baja = 57,5 cm
Espalda a parte baja = 62,5 cm
Hombro a hombro = 39cm
Cintura = 46,5 cm
Manga largo = 21 cm
Manga ancho = 14,5cm","Negro, Blanco","Algodón 95%,
Elástico 05%",B+,17/1/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,150",236
237,"Camiseta grafica Lebanon Tigers Volleyball Vintage Port & Company Negro, Blanco, Dorado","Camiseta gráfica Lebanon Tigers Volleyball Vintage Port & Company Negro, Blanco, Dorado

237)

🎨 Color: Negro, Blanco, Dorado✨ Estado: B+. En perfecto estado

📏 Talla: L📀 Medidas:🔹 Ancho: 53 cm🔹 Largo: 77 cm(Para más medidas, no dudes en preguntar)

🎁 Descuento exclusivo: -5% para seguidores🚀 Envío rápido: Dentro de las 48h posteriores a la compra📦 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si quieres hacer un lote, envíame la solicitud con los productos que desees y me encargo de todo.

#CamisetaLebanonTigers #EstiloDeportivo #NegroBlancoDorado #ModaVolleyball #LebanonTigers #FashionTee #EstampadoTigre #VolleyballFashion #CamisetaDeportiva #NuevaColección #EstiloModerno #FashionTrend #TigersFashion #CamisetaCasual #TrendyPrint

Lebanon Tigers Vintage Graphic T-shirt Port & Company Black, White, Gold

237)

🎨 Color: Black, White, Gold✨ Condition: B+. In perfect condition

📏 Size: L📀 Measurements:🔹 Width: 53 cm🔹 Length: 77 cm(For additional measurements, feel free to ask)

🎁 Exclusive discount: -5% for followers🚀 Fast shipping: Within 48h after purchase📦 Shipping costs: Adjusted to the minimum possible

✅ Custom bundles: If you want to create a bundle, send me your product request, and I’ll take care of everything.

#LebanonTigersTShirt #SportStyle #BlackWhiteGold #VolleyballFashion #LebanonTigers #FashionTee #TigerPrint #SportFashion #SportTShirt #NewCollection #ModernStyle #FashionTrend #TigersFashion #CasualTShirt #TrendyPrint",1.2.1 Camisetas manga corta ,Port & Company ,"L
L= 77 cm
A= 53 cm
Axila a parte baja = 45 cm
Cuello a parte baja = 65,5 cm
Espalda a parte baja = 77,5 cm
Hombro a hombro = 51,5 cm
Cintura = 52,5 cm
Manga largo = 20,5cm
Manga ancho = 20cm","Negro, Blanco, Dorado","Algodón 50%,
Poliéster 50%",B+,17/1/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,204",237
238,"Camiseta Vintage cuello de pico gráfica All Star Converse Gris, Rojo","Camiseta Vintage cuello de pico grafica All Star Converse Gris, Rojo
238)
🎁-5% para seguidores

📏Talla del Articulo : M

🎨Color : Gris, Rojo

🔎Estado : B+. En perfecto estado

📐Medidas :

Ancho : 56cm
Largo : 72cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#CamisetaConverse
#EstiloCasual
#GrisRojo
#ModaConverse
#AllStarFashion
#FashionTee
#EstampadoLogo
#StreetwearFashion
#CamisetaDeportiva
#NuevaColección
#EstiloModern
#FashionTrend
#ConverseFashion
#CamisetaCasual
#TrendyLogo",1.2.1 Camisetas manga corta ,Converse ,"M
L= 72 cm
A= 56 cm
Axila a parte baja = 45 cm
Cuello a parte baja = 56cm
Espalda a parte baja = 72cm
Hombro a hombro = 46,5 cm
Cintura = 52,5cm
Manga largo = 21 cm
Manga ancho = 18cm","Gris, Rojo",Algodón 100%,B+,17/1/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,164",238
